;name;link;company_name;site;salary_min;salary_max;salary_currency
194;Data Scientist (команда Поиска);https://nn.hh.ru/vacancy/46048820?from=vacancy_search_list&query=python;HeadHunter::Analytics/Data Science;hh.ru;;;
195;Manual QA Engineer ‎(World of Tanks Blitz)‎;https://nn.hh.ru/vacancy/46127413?from=vacancy_search_list&query=python;Wargaming, Moscow;hh.ru;;;
196;Аналитик направления цифрового маркетинга (BI\SQL\Python);https://nn.hh.ru/vacancy/48337321?from=vacancy_search_list&query=python;HeadHunter:: IT;hh.ru;170000.0;210000.0;руб.
197;Lead DevOps Engineer;https://nn.hh.ru/vacancy/49077196?from=vacancy_search_list&query=python;Betby;hh.ru;;;
198;Инженер электроник (IT);https://nn.hh.ru/vacancy/49077744?from=vacancy_search_list&query=python;ООО Некс-Т;hh.ru;110000.0;;руб.
199;Information Security Engineer (SOC);https://nn.hh.ru/vacancy/45433121?from=vacancy_search_list&query=python;Wargaming, Moscow;hh.ru;;;
200;Data scientist;https://nn.hh.ru/vacancy/48720041?from=vacancy_search_list&query=python;ООО Mind&Machine;hh.ru;160000.0;;руб.
201;Сетевой инженер - разработчик Python;https://nn.hh.ru/vacancy/48361232?from=vacancy_search_list&query=python;САТЕЛ, Группа компаний;hh.ru;;;
202;Junior Data Scientist (Специалист по анализу данных);https://nn.hh.ru/vacancy/49044672?from=vacancy_search_list&query=python;ООО АлгоМост;hh.ru;;;
203;Middle/Senior Python разработчик;https://nn.hh.ru/vacancy/47474397?from=vacancy_search_list&query=python;USETECH;hh.ru;;;
204;Senior Python Developer (DS направление);https://nn.hh.ru/vacancy/46346489?from=vacancy_search_list&query=python;Домклик;hh.ru;;;
205;Middle Python developer (релокация в Сочи);https://nn.hh.ru/vacancy/48698686?from=vacancy_search_list&query=python;ООО Колл-Тулз;hh.ru;150000.0;;руб.
206;Разработчик (Python/PHP);https://nn.hh.ru/vacancy/45834844?from=vacancy_search_list&query=python;Ашманов и партнеры;hh.ru;80000.0;120000.0;руб.
207;Программист / Разработчик Python/Django Middle;https://nn.hh.ru/vacancy/48991589?from=vacancy_search_list&query=python;CATAPULTO.RU;hh.ru;80000.0;150000.0;руб.
208;Разработчик Python (middle+);https://nn.hh.ru/vacancy/48365081?from=vacancy_search_list&query=python;Лига Цифровой Экономики;hh.ru;;;
209;QA engineer (Python) - dbAces;https://nn.hh.ru/vacancy/48624212?from=vacancy_search_list&query=python;Deutsche Bank Technology Center;hh.ru;;;
210;Python-разработчик со знанием Storage (команда IaaS);https://nn.hh.ru/vacancy/46573584?from=vacancy_search_list&query=python;VK, Решения для бизнеса;hh.ru;;;
211;Python Backend Developer / WEB - разработчик;https://nn.hh.ru/vacancy/46123925?from=vacancy_search_list&query=python;ООО Перфект Системс;hh.ru;185000.0;;руб.
212;Data scientist;https://nn.hh.ru/vacancy/47126604?from=vacancy_search_list&query=python;Мокка;hh.ru;;;
213;Senior Backend developer Python;https://nn.hh.ru/vacancy/48052212?from=vacancy_search_list&query=python;Instories;hh.ru;;;
214;Middle/Senior Разработчик Python;https://nn.hh.ru/vacancy/47733827?from=vacancy_search_list&query=python;ООО НТ Прогресс;hh.ru;;;
215;Инженер по автоматизации тестирования (QA) / Python разработчик;https://nn.hh.ru/vacancy/48146743?from=vacancy_search_list&query=python;ООО Основа Лаб;hh.ru;;;
216;Middle Python Developer;https://nn.hh.ru/vacancy/45182986?from=vacancy_search_list&query=python;Admitad;hh.ru;;;
217;Middle/Senior Python разработчик;https://nn.hh.ru/vacancy/44779981?from=vacancy_search_list&query=python;QIWI;hh.ru;;;
218;Инженер-разработчик Python;https://nn.hh.ru/vacancy/46367489?from=vacancy_search_list&query=python;S8 Capital;hh.ru;;;
219;Data Engineer;https://nn.hh.ru/vacancy/48696796?from=vacancy_search_list&query=python;Yenisei Media;hh.ru;1700.0;;EUR
220;Middle/ Senior разработчик-Python;https://nn.hh.ru/vacancy/48563923?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
221;QA Automation Engineer (Python) / MS-1;https://nn.hh.ru/vacancy/48297925?from=vacancy_search_list&query=python;Wargaming, Moscow;hh.ru;;;
222;QA Automation Engineer (Python);https://nn.hh.ru/vacancy/47731878?from=vacancy_search_list&query=python;АО ФИНАМ;hh.ru;;;
223;Senior Data Scientist (ESG);https://nn.hh.ru/vacancy/48501407?from=vacancy_search_list&query=python;Институт Искусственного Интеллекта;hh.ru;180000.0;400000.0;руб.
224;Senior Software Engineer (Python);https://nn.hh.ru/vacancy/45217475?from=vacancy_search_list&query=python;Schaffhausen Institute of Technology;hh.ru;;;
225;Python middle backend developer;https://nn.hh.ru/vacancy/49031077?from=vacancy_search_list&query=python;ООО Соушиал Линкс;hh.ru;;;
226;Cloud Data Scientist (AWS, remote);https://nn.hh.ru/vacancy/47414035?from=vacancy_search_list&query=python;ООО ClearScale;hh.ru;300000.0;;руб.
227;Middle/Senior Data Scientist (Recommender Systems);https://nn.hh.ru/vacancy/46476387?from=vacancy_search_list&query=python;FUNCORP;hh.ru;220000.0;300000.0;руб.
228;Программист / Разработчик Python/Django Junior;https://nn.hh.ru/vacancy/48991275?from=vacancy_search_list&query=python;CATAPULTO.RU;hh.ru;50000.0;90000.0;руб.
229;Senior Python Developer for Data Science (Американский инвестфонд);https://nn.hh.ru/vacancy/49188891?from=vacancy_search_list&query=python;ООО Финдев;hh.ru;;;
230;Python разработчик в команду Облака;https://nn.hh.ru/vacancy/47992478?from=vacancy_search_list&query=python;КРОК;hh.ru;;;
231;Jun/Mid Python Developer (Automation Engineer);https://nn.hh.ru/vacancy/49189842?from=vacancy_search_list&query=python;JuneHomes;hh.ru;;;
232;Data Scientist / Аналитик Data Science;https://nn.hh.ru/vacancy/48709110?from=vacancy_search_list&query=python;Forecsys;hh.ru;;;
233;Специалист Data Science;https://nn.hh.ru/vacancy/46857375?from=vacancy_search_list&query=python;ООО Селфсек;hh.ru;100000.0;200000.0;руб.
234;Junior Data Engineer;https://nn.hh.ru/vacancy/48371178?from=vacancy_search_list&query=python;Westwing.ru;hh.ru;;;
235;Data scientist;https://nn.hh.ru/vacancy/48914926?from=vacancy_search_list&query=python;Hyper AdTech;hh.ru;;;
236;Ведущий разработчик back-end / разработчик (Python);https://nn.hh.ru/vacancy/48405626?from=vacancy_search_list&query=python;DataLine, Компания;hh.ru;;;
237;Data Engineer;https://nn.hh.ru/vacancy/49076838?from=vacancy_search_list&query=python;B9;hh.ru;2000.0;3000.0;USD
238;Аналитик данных (Middle/Senior Data Scientist);https://nn.hh.ru/vacancy/49029665?from=vacancy_search_list&query=python;ООО Открытые решения;hh.ru;;;
239;QA Engineer Python (Тестировщик);https://nn.hh.ru/vacancy/46473409?from=vacancy_search_list&query=python;MERLION;hh.ru;;;
240;Инженер автоматизации интеграционного тестирования / QA automation (Python);https://nn.hh.ru/vacancy/48708596?from=vacancy_search_list&query=python;YADRO;hh.ru;;;
241;Инженер по автоматизации тестирования (Python);https://nn.hh.ru/vacancy/46351768?from=vacancy_search_list&query=python;Тинькофф;hh.ru;;;
242;Data Engineer;https://nn.hh.ru/vacancy/48837237?from=vacancy_search_list&query=python;Playkot;hh.ru;200000.0;370000.0;руб.
243;Team Lead Python;https://nn.hh.ru/vacancy/46598477?from=vacancy_search_list&query=python;Домклик;hh.ru;;;
244;Senior Data scientist (Computer Vision);https://nn.hh.ru/vacancy/47357797?from=vacancy_search_list&query=python;Домклик;hh.ru;;;
245;Аналитик данных / Data scientist;https://nn.hh.ru/vacancy/46639991?from=vacancy_search_list&query=python;ООО Лендсбэй;hh.ru;;;
246;Software Engineer (C#, Java, or Python) + automation;https://nn.hh.ru/vacancy/48883148?from=vacancy_search_list&query=python;NVIDIA;hh.ru;;;
247;Data Analyst;https://nn.hh.ru/vacancy/48775587?from=vacancy_search_list&query=python;Novakid Inc;hh.ru;200000.0;;руб.
248;Инженер по автоматизации тестирования (Python);https://nn.hh.ru/vacancy/44427755?from=vacancy_search_list&query=python;Positive Technologies;hh.ru;;;
249;Middle data engineer/ Аналитик;https://nn.hh.ru/vacancy/48791374?from=vacancy_search_list&query=python;LuckyOnline;hh.ru;;;
250;Data Engineer;https://nn.hh.ru/vacancy/49120653?from=vacancy_search_list&query=python;Independent Media;hh.ru;;;
251;Data Scientist;https://nn.hh.ru/vacancy/48847786?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
252;DevOps Engineer;https://nn.hh.ru/vacancy/49003817?from=vacancy_search_list&query=python;Route4Me;hh.ru;2500.0;4000.0;USD
253;Data Scientist  / Разработчик математических алгоритмов и методик диагностирования;https://nn.hh.ru/vacancy/48435453?from=vacancy_search_list&query=python;ООО ВиКонт;hh.ru;;;
254;Инженер по автоматизации тестирования-стажер (Python);https://nn.hh.ru/vacancy/49106004?from=vacancy_search_list&query=python;ПАО МТС Банк. Начало Карьеры;hh.ru;;;
255;Junior Data-аналитик / Аналитик данных / Data Analyst;https://nn.hh.ru/vacancy/48236458?from=vacancy_search_list&query=python;Ужин Дома;hh.ru;;;
256;Data analyst/data engineer;https://nn.hh.ru/vacancy/49152182?from=vacancy_search_list&query=python;Домклик;hh.ru;;;
257;Senior Software Engineer;https://nn.hh.ru/vacancy/48635471?from=vacancy_search_list&query=python;Top Remote Talent;hh.ru;6000.0;10000.0;USD
258;Data scientist (Junior/Middle) в консалтинг;https://nn.hh.ru/vacancy/48858105?from=vacancy_search_list&query=python;ООО БСТ Менеджмент-Консалтинг;hh.ru;;;
259;Back-end Developer (Кипр);https://nn.hh.ru/vacancy/47296956?from=vacancy_search_list&query=python;Helio Games;hh.ru;3500.0;5500.0;EUR
260;Data Scientist;https://nn.hh.ru/vacancy/48500730?from=vacancy_search_list&query=python;Plarium;hh.ru;;;
261;Математик/ Специалист по математическому моделированию/ Инженер-математик;https://nn.hh.ru/vacancy/48539147?from=vacancy_search_list&query=python;SCORISTA;hh.ru;90000.0;120000.0;руб.
262;Back-end Developer (Node/Java/Python);https://nn.hh.ru/vacancy/46222999?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
263;Senior QA Automation (Web) Engineer;https://nn.hh.ru/vacancy/48432880?from=vacancy_search_list&query=python;Hyprr, Inc;hh.ru;3500.0;4500.0;USD
264;Data Analyst;https://nn.hh.ru/vacancy/49161011?from=vacancy_search_list&query=python;ООО LetyShops;hh.ru;160000.0;250000.0;руб.
265;Java Backend Developer;https://nn.hh.ru/vacancy/49015400?from=vacancy_search_list&query=python;ABROAD BUSINESS SERVICES;hh.ru;2000.0;3500.0;USD
266;Junior Python-разработчик в команду Digital Risk Management;https://nn.hh.ru/vacancy/49189798?from=vacancy_search_list&query=python;Райффайзенбанк;hh.ru;;;
267;Senior Data Scientist;https://nn.hh.ru/vacancy/48136307?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
268;Senior Software Engineer, Database Engineering (Cube Core);https://nn.hh.ru/vacancy/46377490?from=vacancy_search_list&query=python;Cube Dev;hh.ru;6000.0;;USD
269;QA Automation Engineer (Python);https://nn.hh.ru/vacancy/49120748?from=vacancy_search_list&query=python;Andersen;hh.ru;;;
270;Data Scientist (Антиспам Почты);https://nn.hh.ru/vacancy/48771480?from=vacancy_search_list&query=python;VK, Почтовые сервисы;hh.ru;;;
271;Junior / Middle Data analyst;https://nn.hh.ru/vacancy/49086268?from=vacancy_search_list&query=python;EXPF;hh.ru;;150000.0;руб.
272;Senior QA Engineer Python (remote) / инженер по автоматизации тестирования;https://nn.hh.ru/vacancy/48380512?from=vacancy_search_list&query=python;CQG;hh.ru;;;
273;Senior Python Developer (Tech lead);https://nn.hh.ru/vacancy/47608994?from=vacancy_search_list&query=python;ООО Эвокарго;hh.ru;;;
274;Software Development Engineer in Test Python (KATA);https://nn.hh.ru/vacancy/49115194?from=vacancy_search_list&query=python;Лаборатория Касперского;hh.ru;;;
275;Senior Data engineer;https://nn.hh.ru/vacancy/48751172?from=vacancy_search_list&query=python;Мокка;hh.ru;;;
276;Data Engineer;https://nn.hh.ru/vacancy/48737536?from=vacancy_search_list&query=python;АДВ;hh.ru;;;
277;Data Scientist (Predict);https://nn.hh.ru/vacancy/48438134?from=vacancy_search_list&query=python;VK;hh.ru;;;
278;Data Scientist (CRS);https://nn.hh.ru/vacancy/49187711?from=vacancy_search_list&query=python;ЗАО Группа компаний С7;hh.ru;100000.0;300000.0;руб.
279;Data scientist / Senior data scientist;https://nn.hh.ru/vacancy/47771885?from=vacancy_search_list&query=python;Компания «СПОРТМАСТЕР», SM Lab;hh.ru;;;
280;Data Scientist в команду «Матчинг»;https://nn.hh.ru/vacancy/46859374?from=vacancy_search_list&query=python;Профи (profi.ru);hh.ru;;;
281;Data Science;https://nn.hh.ru/vacancy/48341239?from=vacancy_search_list&query=python;Сантехника-Онлайн;hh.ru;;;
282;Data Engineer;https://nn.hh.ru/vacancy/48501198?from=vacancy_search_list&query=python;WILDBERRIES;hh.ru;;;
283;Аналитик данных;https://nn.hh.ru/vacancy/48277000?from=vacancy_search_list&query=python;Bip.ru;hh.ru;150000.0;;руб.
284;Senior Quantitative Researcher;https://nn.hh.ru/vacancy/44675842?from=vacancy_search_list&query=python;Red Cedar;hh.ru;420000.0;;руб.
285;Go (Golang) Backend Developer;https://nn.hh.ru/vacancy/48921160?from=vacancy_search_list&query=python;evrone.ru;hh.ru;;350000.0;руб.
286;Аналитик данных;https://nn.hh.ru/vacancy/48956180?from=vacancy_search_list&query=python;International SOS;hh.ru;;;
287;Разработчик С (Linux);https://nn.hh.ru/vacancy/48840147?from=vacancy_search_list&query=python;ООО Квантбокс;hh.ru;100000.0;200000.0;руб.
288;Data scientist;https://nn.hh.ru/vacancy/49160673?from=vacancy_search_list&query=python;Diamond Personnel R&C;hh.ru;;150000.0;руб.
289;Data analyst / Machine Learning Engineer;https://nn.hh.ru/vacancy/48201745?from=vacancy_search_list&query=python;DataLine, Компания;hh.ru;;;
290;Data Engineer (Brokerage);https://nn.hh.ru/vacancy/48384057?from=vacancy_search_list&query=python;Сбер для экспертов;hh.ru;;;
291;Machine Learning Engineer;https://nn.hh.ru/vacancy/48627250?from=vacancy_search_list&query=python;Институт Искусственного Интеллекта;hh.ru;;;
292;Data Engineer;https://nn.hh.ru/vacancy/48784582?from=vacancy_search_list&query=python;Occipital, Inc.;hh.ru;;;
293;DevOps инженер;https://nn.hh.ru/vacancy/48647929?from=vacancy_search_list&query=python;Девхаб;hh.ru;;240000.0;руб.
294;Data Engineer;https://nn.hh.ru/vacancy/47404577?from=vacancy_search_list&query=python;СберМаркет;hh.ru;;;
295;Data analyst / Аналитик данных;https://nn.hh.ru/vacancy/43041417?from=vacancy_search_list&query=python;ООО IQnergy;hh.ru;;;
296;Senior/Lead QA Automation Engineer;https://nn.hh.ru/vacancy/44922362?from=vacancy_search_list&query=python;Scalable Solutions;hh.ru;250000.0;350000.0;руб.
297;ML Engineer;https://nn.hh.ru/vacancy/48477750?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
298;DevOps инженер;https://nn.hh.ru/vacancy/48558668?from=vacancy_search_list&query=python;ООО Лоджик Телеком;hh.ru;;200000.0;руб.
299;QA - Automation engineer;https://nn.hh.ru/vacancy/48346953?from=vacancy_search_list&query=python;ООО Юнайтед Иншуренс Компани;hh.ru;;160000.0;руб.
300;Аналитик данных / Data analyst;https://nn.hh.ru/vacancy/49080557?from=vacancy_search_list&query=python;ООО Выберу.ру;hh.ru;;;
301;Data/Analytics Engineer;https://nn.hh.ru/vacancy/48599369?from=vacancy_search_list&query=python;OWOX;hh.ru;;;
302;DataOps/Data Engineer;https://nn.hh.ru/vacancy/47759531?from=vacancy_search_list&query=python;Wargaming, Minsk (Game Stream);hh.ru;;;
303;"Код-ревьюер на курс ""Мидл-python разработчик""";https://nn.hh.ru/vacancy/46954834?from=vacancy_search_list&query=python;Яндекс.Практикум;hh.ru;;;
304;Junior Data-инженер;https://nn.hh.ru/vacancy/48649138?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
305;Devops Engineer (сервисы для data science) (удаленно);https://nn.hh.ru/vacancy/48971120?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
306;Data Scientist;https://nn.hh.ru/vacancy/48581192?from=vacancy_search_list&query=python;Лаборатория Касперского;hh.ru;;;
307;Data Analyst (Middle/Senior);https://nn.hh.ru/vacancy/47925855?from=vacancy_search_list&query=python;inDriver;hh.ru;;;
308;Data Scientist;https://nn.hh.ru/vacancy/48284370?from=vacancy_search_list&query=python;Ozon Информационные технологии;hh.ru;;;
309;Senior Backend Engineer — Java/Kotlin (Remote);https://nn.hh.ru/vacancy/48199407?from=vacancy_search_list&query=python;Inworld AI;hh.ru;400000.0;;руб.
310;Senior Data Scientist;https://nn.hh.ru/vacancy/47760951?from=vacancy_search_list&query=python;Банки.ру;hh.ru;;;
311;Senior Data Scientist (Pricing);https://nn.hh.ru/vacancy/49126271?from=vacancy_search_list&query=python;Ситимобил;hh.ru;250000.0;;руб.
312;Data Scientist, BI;https://nn.hh.ru/vacancy/48016286?from=vacancy_search_list&query=python;Picsart;hh.ru;;;
313;C# developer junior / middle (.net, full-stack / back-end);https://nn.hh.ru/vacancy/46828111?from=vacancy_search_list&query=python;Mindbox;hh.ru;100000.0;220000.0;руб.
314;Data Scientist в Fintech-компанию;https://nn.hh.ru/vacancy/48073622?from=vacancy_search_list&query=python;РобоФинанс;hh.ru;;;
315;Scala developer;https://nn.hh.ru/vacancy/47015703?from=vacancy_search_list&query=python;Адалиск;hh.ru;230000.0;;руб.
316;Data Analyst Intern;https://nn.hh.ru/vacancy/43435279?from=vacancy_search_list&query=python;NXP Semiconductors;hh.ru;;;
317;Full-stack developer (Python, JavaScript);https://nn.hh.ru/vacancy/47481082?from=vacancy_search_list&query=python;ЦУМ, IT;hh.ru;;;
318;Разработчик Big Data (Scala);https://nn.hh.ru/vacancy/48342007?from=vacancy_search_list&query=python;АО Рамакс Интернейшнл;hh.ru;;;
319;DevOps engineer / Automation engineer (Jenkins, Python);https://nn.hh.ru/vacancy/49098752?from=vacancy_search_list&query=python;HUAWEI;hh.ru;;;
320;Data Engineer;https://nn.hh.ru/vacancy/49197285?from=vacancy_search_list&query=python;СберЗвук;hh.ru;;;
321;Go/Golang Developer;https://nn.hh.ru/vacancy/48940101?from=vacancy_search_list&query=python;Top Remote Talent;hh.ru;4000.0;8000.0;USD
322;Al Deep Learning Engineer;https://nn.hh.ru/vacancy/48598080?from=vacancy_search_list&query=python;ООО Северный Центр Позитроники;hh.ru;;;
323;Аналитик данных (Data Analyst/Data Engineer);https://nn.hh.ru/vacancy/47938707?from=vacancy_search_list&query=python;ПАО ТрансКонтейнер;hh.ru;;;
324;DQ engineer DWH/Аналитик качества данных;https://nn.hh.ru/vacancy/49127430?from=vacancy_search_list&query=python;СБЕР (ООО еАптека);hh.ru;;;
325;Data Scientist;https://nn.hh.ru/vacancy/49110836?from=vacancy_search_list&query=python;Kelly Services;hh.ru;;160000.0;руб.
326;Middle DevOps-инженер;https://nn.hh.ru/vacancy/49197989?from=vacancy_search_list&query=python;ООО РД Технологии;hh.ru;200000.0;;руб.
327;Тестировщик ПО / QA Engineer;https://nn.hh.ru/vacancy/48555187?from=vacancy_search_list&query=python;DM Basis;hh.ru;;;
328;Младший разработчик ETL / Junior Data Engineer;https://nn.hh.ru/vacancy/48559350?from=vacancy_search_list&query=python;ivi;hh.ru;;;
329;Data Scientist;https://nn.hh.ru/vacancy/45920692?from=vacancy_search_list&query=python;Samsung Research Center;hh.ru;;;
330;Data Engineer;https://nn.hh.ru/vacancy/49190367?from=vacancy_search_list&query=python;АО МаксимаТелеком;hh.ru;;;
331;Разработчик баз данных;https://nn.hh.ru/vacancy/38792530?from=vacancy_search_list&query=python;Программный Продукт, ИТ-компания;hh.ru;;;
332;Data Engineer (Junior);https://nn.hh.ru/vacancy/49114057?from=vacancy_search_list&query=python;ООО Строительный Двор;hh.ru;60000.0;120000.0;руб.
333;Senior Golang Developer;https://nn.hh.ru/vacancy/48186056?from=vacancy_search_list&query=python;Scalable Solutions;hh.ru;400000.0;;руб.
334;Back-end разработчик (продукты семейства IBM Tivoli);https://nn.hh.ru/vacancy/49190889?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
335;Data Engineer;https://nn.hh.ru/vacancy/48500744?from=vacancy_search_list&query=python;Plarium;hh.ru;;;
336;Инженер данных/Разработчик ETL;https://nn.hh.ru/vacancy/47172435?from=vacancy_search_list&query=python;Леруа Мерлен. Центральный офис;hh.ru;;;
337;Senior Аналитик данных / Продуктовый аналитик (IT продукт);https://nn.hh.ru/vacancy/47456048?from=vacancy_search_list&query=python;Educate Online Inc;hh.ru;190000.0;300000.0;руб.
338;Ведущий разработчик (Python+Vue.js)/ Teamlead (удалённо);https://nn.hh.ru/vacancy/47381275?from=vacancy_search_list&query=python;«РОСБАНК, Societe Generale Group»;hh.ru;;;
339;Middle/Senior data-scientist;https://nn.hh.ru/vacancy/48376656?from=vacancy_search_list&query=python;ООО «РУСАГРО», Группа компаний;hh.ru;;;
340;Back-end Developer (Ruby On Rails) удалённо;https://nn.hh.ru/vacancy/48854851?from=vacancy_search_list&query=python;ООО Поток.Диджитал;hh.ru;100000.0;300000.0;руб.
341;Team Lead Python;https://nn.hh.ru/vacancy/48359163?from=vacancy_search_list&query=python;ООО «Баланс-Платформа»;hh.ru;;;
342;Full Stack JavaScript Developer (Кипр);https://nn.hh.ru/vacancy/47297004?from=vacancy_search_list&query=python;Helio Games;hh.ru;4500.0;6500.0;EUR
343;Разработчик Power BI;https://nn.hh.ru/vacancy/48457103?from=vacancy_search_list&query=python;Eneriss;hh.ru;;;
344;Senior С++ Developer;https://nn.hh.ru/vacancy/41710317?from=vacancy_search_list&query=python;ДВ технологии;hh.ru;250000.0;;руб.
345;Computer vision Engineer;https://nn.hh.ru/vacancy/49156868?from=vacancy_search_list&query=python;HUAWEI;hh.ru;;;
346;Разработчик программного обеспечения;https://nn.hh.ru/vacancy/48727804?from=vacancy_search_list&query=python;ADXCEL;hh.ru;140000.0;220000.0;руб.
347;Middle ML Engineer (работа с данными) SberDevices;https://nn.hh.ru/vacancy/48979645?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
348;Инженер-разработчик Big Data;https://nn.hh.ru/vacancy/49155366?from=vacancy_search_list&query=python;АО МаксимаТелеком;hh.ru;;;
349;Data Analyst\Data Scientist;https://nn.hh.ru/vacancy/48873024?from=vacancy_search_list&query=python;Билайн;hh.ru;;;
350;Ведущий Инженер по тестированию / Senior QA Engineer;https://nn.hh.ru/vacancy/48857937?from=vacancy_search_list&query=python;Vital Partners;hh.ru;240000.0;260000.0;руб.
351;Junior Data Analyst / Аналитик;https://nn.hh.ru/vacancy/49172144?from=vacancy_search_list&query=python;Damoov;hh.ru;50000.0;50000.0;руб.
352;Full-stack developer;https://nn.hh.ru/vacancy/48752982?from=vacancy_search_list&query=python;Carely;hh.ru;;240000.0;руб.
353;Middle QA Engineer / Тестировщик;https://nn.hh.ru/vacancy/48637692?from=vacancy_search_list&query=python;Level.Travel;hh.ru;;160000.0;руб.
354;Application Security Engineer;https://nn.hh.ru/vacancy/47882567?from=vacancy_search_list&query=python;inDriver;hh.ru;300000.0;;руб.
355;Senior Data Engineer;https://nn.hh.ru/vacancy/45811421?from=vacancy_search_list&query=python;Домклик;hh.ru;;;
356;QA инженер (Тестировщик ПО);https://nn.hh.ru/vacancy/48867943?from=vacancy_search_list&query=python;Цифровые решения;hh.ru;100000.0;150000.0;руб.
357;Специалист по тестированию;https://nn.hh.ru/vacancy/48888270?from=vacancy_search_list&query=python;АО НТЦ Конструктор;hh.ru;;;
358;Программист C/C++ (middle, senior) удалённо;https://nn.hh.ru/vacancy/49078158?from=vacancy_search_list&query=python;Elastcode Limited;hh.ru;120000.0;;руб.
359;Младший аналитик-математик / Junior Data Analyst;https://nn.hh.ru/vacancy/48716638?from=vacancy_search_list&query=python;Связной. IT/Digital;hh.ru;60000.0;60000.0;руб.
360;DevOps Engineer / Monitoring - Relocation;https://nn.hh.ru/vacancy/46369382?from=vacancy_search_list&query=python;Wisebits;hh.ru;3500.0;;EUR
361;Manual QA Engineer (remote);https://nn.hh.ru/vacancy/48739601?from=vacancy_search_list&query=python;evrone.ru;hh.ru;;200000.0;руб.
362;Программист С++;https://nn.hh.ru/vacancy/37442366?from=vacancy_search_list&query=python;Адалиск;hh.ru;170000.0;;руб.
363;Администратор Linux (Big Data);https://nn.hh.ru/vacancy/48063452?from=vacancy_search_list&query=python;ООО СКИФ-Проект;hh.ru;200000.0;300000.0;руб.
364;Data Engineer;https://nn.hh.ru/vacancy/47456008?from=vacancy_search_list&query=python;Ozon Информационные технологии;hh.ru;;;
365;DevOps Engineer / SRE;https://nn.hh.ru/vacancy/48695796?from=vacancy_search_list&query=python;Wiley;hh.ru;;;
366;Front-end Developer (Кипр);https://nn.hh.ru/vacancy/47296971?from=vacancy_search_list&query=python;Helio Games;hh.ru;3500.0;5500.0;EUR
367;Junior Data Analyst;https://nn.hh.ru/vacancy/49175988?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
368;C++ developer;https://nn.hh.ru/vacancy/48809597?from=vacancy_search_list&query=python;ООО СК «ДЕЛО ЖИЗНИ»;hh.ru;70000.0;150000.0;руб.
369;Ведущий разработчик ПО в области облачных технологий;https://nn.hh.ru/vacancy/40588538?from=vacancy_search_list&query=python;ООО Прогматик Лаб;hh.ru;250000.0;;руб.
370;ML Engineer;https://nn.hh.ru/vacancy/43684352?from=vacancy_search_list&query=python;Профи (profi.ru);hh.ru;;;
371;Quantitative researcher;https://nn.hh.ru/vacancy/48241808?from=vacancy_search_list&query=python;DataFork;hh.ru;250000.0;;руб.
372;Middle fullstack developer (Python+Vue.js);https://nn.hh.ru/vacancy/48759305?from=vacancy_search_list&query=python;«РОСБАНК, Societe Generale Group»;hh.ru;;;
373;Junior C++ Developer (Младший С++ разработчик);https://nn.hh.ru/vacancy/42462084?from=vacancy_search_list&query=python;ДВ технологии;hh.ru;120000.0;;руб.
374;Data engineer;https://nn.hh.ru/vacancy/48617458?from=vacancy_search_list&query=python;Ticketland.ru;hh.ru;;;
375;Cетевой разработчик;https://nn.hh.ru/vacancy/48308742?from=vacancy_search_list&query=python;NFWare;hh.ru;;;
376;Data engineer;https://nn.hh.ru/vacancy/49127732?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
377;Аналитик данных;https://nn.hh.ru/vacancy/49138271?from=vacancy_search_list&query=python;ООО СБД;hh.ru;;;
378;Программист-разработчик (middle developer);https://nn.hh.ru/vacancy/48536319?from=vacancy_search_list&query=python;АО Концерн ГРАНИТ;hh.ru;;;
379;Data Engineer в Международную компанию;https://nn.hh.ru/vacancy/49120678?from=vacancy_search_list&query=python;HR Prime;hh.ru;;;
380;DevOps Engineer на мобильную RTS (Remote);https://nn.hh.ru/vacancy/48158323?from=vacancy_search_list&query=python;Gear Games;hh.ru;;;
381;DevOps инженер;https://nn.hh.ru/vacancy/48484904?from=vacancy_search_list&query=python;ООО Смарт-ком;hh.ru;;;
382;Middle/Senior Data Engineer в команду Data Science Блока «Сеть Продаж»;https://nn.hh.ru/vacancy/49159398?from=vacancy_search_list&query=python;Сбер. Data Science;hh.ru;;;
383;Manual QA Engineer (R&D / cybersecurity);https://nn.hh.ru/vacancy/49158562?from=vacancy_search_list&query=python;Валарм;hh.ru;150000.0;200000.0;руб.
384;Сomputer Vision Engineer;https://nn.hh.ru/vacancy/49171894?from=vacancy_search_list&query=python;ООО РОТЕК-ЭЛПОМ;hh.ru;100000.0;;руб.
385;Аналитик-разработчик ядра НСД;https://nn.hh.ru/vacancy/49108732?from=vacancy_search_list&query=python;Сбер. IT;hh.ru;;;
